PCAT;PCAT_CL;PCAT_EE;PCAST;PCAST_CL;PCAST_EE;PANG;PANG_CO;PANG_CE;PANG_EE;PCAT_CO;PCAST_CO;GENERE;MES_NAIXEMENT;ANY_NAIXEMENT;AREA_TERRITORIAL;NATURALESA;HÀBITAT
85,73;90,91;72,22;77,8;77,27;83,33;77,5;85,71;75;66,67;100;66,67;D;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
58,43;59,09;44,44;64,22;54,55;72,22;46,25;50;37,5;66,67;88,89;77,78;D;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
65,48;68,18;61,11;59,27;59,09;61,11;50;42,86;50;66,67;66,67;55,56;D;6;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
93,18;86,36;100;95,78;95,45;94,44;87,92;78,57;95,83;83,33;100;100;D;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
93,79;90,91;100;83,13;81,82;77,78;88,33;85,71;91,67;83,33;88,89;100;D;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
73,86;72,73;83,33;65,48;68,18;61,11;81,67;85,71;83,33;66,67;55,56;66,67;D;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
96,11;100;88,89;80,45;90,91;66,67;97,5;92,86;100;100;100;77,78;D;5;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
40,08;31,82;50;64,27;59,09;61,11;28,75;14,29;37,5;33,33;44,44;88,89;H;8;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
85,48;93,18;77,78;77,25;77,27;72,22;38,75;21,43;37,5;83,33;77,78;88,89;H;5;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
77,9;86,36;61,11;77,25;77,27;72,22;48,33;35,71;41,67;100;88,89;88,89;D;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
70,91;81,82;66,67;66,89;70,45;66,67;49,58;64,29;54,17;0;44,44;55,56;H;5;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
75,91;81,82;66,67;81,46;81,82;77,78;77,08;64,29;79,17;100;77,78;88,89;H;5;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
92,17;95,45;88,89;76,06;70,45;83,33;67,92;50;70,83;100;88,89;77,78;D;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
59,47;52,27;66,67;72,58;81,82;66,67;61,25;85,71;37,5;83,33;66,67;55,56;H;11;2008;Consorci d'Educació de Barcelona;Pública;Més de 100000
71,64;72,73;72,22;66,49;59,09;72,22;52,08;28,57;54,17;100;66,67;77,78;H;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
69,85;86,36;33,33;67,8;77,27;50;39,58;42,86;29,17;66,67;100;77,78;H;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
63,26;68,18;50;66,69;52,27;77,78;46,67;64,29;33,33;50;77,78;88,89;H;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
90,23;95,45;83,33;85,35;81,82;88,89;91,25;92,86;87,5;100;88,89;88,89;D;4;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
38,99;34,09;38,89;31,36;22,73;33,33;26,25;21,43;37,5;0;55,56;55,56;H;11;2008;Consorci d'Educació de Barcelona;Pública;Més de 100000
56,72;54,55;55,56;48,84;45,45;55,56;39,58;42,86;29,17;66,67;66,67;44,44;D;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
46,74;56,82;33,33;55,38;59,09;50;31,67;35,71;33,33;16,67;44,44;55,56;H;12;2008;Consorci d'Educació de Barcelona;Pública;Més de 100000
86,01;90,91;77,78;79,19;77,27;77,78;97,5;92,86;100;100;88,89;88,89;H;2;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
86,06;95,45;66,67;85,4;86,36;77,78;70;57,14;75;83,33;100;100;H;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
85,4;86,36;77,78;73,31;72,73;72,22;48,75;21,43;62,5;66,67;100;77,78;H;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
81,19;81,82;72,22;65,03;52,27;77,78;60,42;35,71;70,83;83,33;100;77,78;D;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
64,42;72,73;61,11;38,06;50;27,78;45,42;28,57;45,83;83,33;44,44;22,22;H;10;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
80,71;88,64;61,11;70,03;77,27;61,11;64,58;42,86;79,17;66,67;100;66,67;H;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
49,02;61,36;33,33;42,8;27,27;50;34,58;50;29,17;16,67;44,44;77,78;H;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
62,07;61,36;61,11;69,04;63,64;77,78;43,75;35,71;37,5;83,33;66,67;66,67;D;11;2008;Consorci d'Educació de Barcelona;Pública;Més de 100000
87,95;90,91;83,33;82,32;84,09;72,22;69,58;42,86;79,17;100;88,89;100;H;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
;;;46,94;50;38,89;38,33;35,71;41,67;33,33;;55,56;H;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
61,14;52,27;66,67;70,71;63,64;77,78;70,42;57,14;70,83;100;77,78;77,78;H;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
58,59;72,73;44,44;45,66;59,09;22,22;62,5;57,14;75;33,33;44,44;55,56;H;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
80,13;86,36;72,22;72,02;81,82;55,56;55,42;50;70,83;16,67;77,78;77,78;H;2;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
76,01;90,91;44,44;78,18;86,36;66,67;72,08;78,57;79,17;33,33;100;77,78;H;12;2008;Consorci d'Educació de Barcelona;Pública;Més de 100000
75,35;81,82;55,56;73,91;77,27;72,22;93,33;92,86;91,67;100;100;66,67;D;10;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
45,93;59,09;27,78;31,57;40,91;22,22;22,5;14,29;25;33,33;44,44;22,22;D;2;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
84,12;95,45;61,11;80,13;86,36;72,22;69,17;64,29;83,33;33,33;100;77,78;D;8;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
63,21;63,64;61,11;57,22;50;77,78;59,17;78,57;58,33;16,67;66,67;33,33;D;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
78,51;90,91;61,11;80,13;86,36;72,22;92,5;92,86;100;66,67;77,78;77,78;D;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
48,89;50;44,44;51,36;47,73;50;67,5;71,43;75;33,33;55,56;66,67;D;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
49,9;40,91;55,56;44,95;45,45;44,44;64,58;64,29;79,17;16,67;66,67;44,44;H;4;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
79,85;86,36;66,67;67,42;68,18;66,67;64,58;57,14;79,17;33,33;88,89;66,67;D;4;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
57,7;68,18;38,89;63,81;68,18;61,11;12,5;35,71;0;0;66,67;55,56;D;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
79,17;100;50;65,48;68,18;61,11;45;42,86;50;33,33;77,78;66,67;H;2;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
63,26;68,18;50;51,84;40,91;61,11;47,92;71,43;45,83;0;77,78;66,67;D;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
63,56;70,45;66,67;75,63;81,82;61,11;39,58;57,14;29,17;33,33;33,33;88,89;H;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
62,4;65,91;55,56;58,61;50;72,22;65,42;78,57;70,83;16,67;66,67;55,56;D;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
;;;78,46;86,36;72,22;73,75;64,29;87,5;50;;66,67;D;12;2008;Consorci d'Educació de Barcelona;Pública;Més de 100000
92,12;90,91;100;83,28;95,45;77,78;65;57,14;75;50;77,78;55,56;D;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
75,68;86,36;50;77,25;77,27;72,22;62,92;57,14;70,83;50;100;88,89;H;10;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
77,17;95,45;55,56;78,13;81,82;77,78;49,17;57,14;58,33;0;66,67;66,67;H;5;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
97,73;95,45;100;95,45;90,91;100;100;100;100;100;100;100;D;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
83,21;88,64;77,78;80,86;77,27;77,78;93,33;100;91,67;83,33;77,78;100;H;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
89,95;95,45;77,78;85,4;86,36;77,78;95,83;100;91,67;100;100;100;D;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
93,51;90,91;94,44;91,89;95,45;83,33;95;100;100;66,67;100;100;H;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
96,11;100;88,89;79,85;86,36;66,67;97,92;100;95,83;100;100;88,89;D;12;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
85,73;90,91;72,22;87,35;86,36;83,33;79,17;78,57;83,33;66,67;100;100;D;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
87,95;90,91;83,33;94,12;95,45;94,44;100;100;100;100;88,89;88,89;D;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
72,53;77,27;77,78;73,31;72,73;72,22;46,25;71,43;37,5;16,67;44,44;77,78;H;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
97,73;95,45;100;91,57;90,91;88,89;97,5;92,86;100;100;100;100;D;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
89,95;95,45;77,78;75,63;81,82;61,11;88,75;85,71;87,5;100;100;88,89;D;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
91,31;93,18;94,44;93,84;95,45;88,89;100;100;100;100;77,78;100;H;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
96,59;93,18;100;93,79;90,91;100;97,5;92,86;100;100;100;88,89;H;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
84,67;95,45;72,22;83,41;81,82;83,33;90,83;92,86;91,67;83,33;77,78;88,89;D;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
71,31;68,18;77,78;71,41;77,27;55,56;77,08;78,57;79,17;66,67;66,67;88,89;H;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
75,33;79,55;77,78;84,02;86,36;83,33;85,42;78,57;95,83;66,67;55,56;77,78;H;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
92,7;93,18;88,89;93,84;95,45;88,89;97,5;92,86;100;100;100;100;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
86,54;88,64;77,78;67,15;68,18;61,11;95;92,86;100;83,33;100;77,78;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
79,24;81,82;66,67;85,4;86,36;77,78;90;92,86;100;50;100;100;D;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
76,31;68,18;77,78;81,52;86,36;66,67;62,5;78,57;50;66,67;100;100;H;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
84,34;90,91;77,78;74,97;72,73;72,22;81,25;78,57;87,5;66,67;77,78;88,89;H;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
76,79;86,36;72,22;48,08;52,27;38,89;52,08;57,14;54,17;33,33;55,56;55,56;H;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
84,02;86,36;83,33;86,62;95,45;77,78;79,17;78,57;83,33;66,67;77,78;77,78;H;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
88,28;95,45;77,78;83,69;81,82;88,89;92,92;92,86;95,83;83,33;88,89;77,78;D;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
91,57;90,91;88,89;93,84;95,45;88,89;95;92,86;100;83,33;100;100;H;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
74,37;68,18;72,22;73,36;77,27;61,11;87,08;100;79,17;83,33;100;88,89;D;12;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
94,12;95,45;94,44;87,68;90,91;77,78;97,92;100;95,83;100;88,89;100;H;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
72,1;63,64;72,22;89,62;90,91;83,33;81,67;85,71;83,33;66,67;100;100;D;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
88,23;90,91;88,89;81,79;86,36;72,22;100;100;100;100;77,78;88,89;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
83,89;75;94,44;83,41;81,82;83,33;47,92;50;45,83;50;88,89;88,89;D;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
73,11;79,55;66,67;83,74;86,36;77,78;90,42;92,86;95,83;66,67;66,67;88,89;H;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
71,41;77,27;55,56;74,32;63,64;83,33;65;85,71;50;66,67;88,89;88,89;D;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
74,7;72,73;66,67;74,7;72,73;66,67;80,83;85,71;91,67;33,33;100;100;D;12;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
97,73;95,45;100;87,95;90,91;83,33;92,92;85,71;95,83;100;100;88,89;H;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
84,07;90,91;72,22;77,85;81,82;72,22;81,25;78,57;87,5;66,67;88,89;77,78;H;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
98,33;100;100;91,84;90,91;94,44;97,92;100;95,83;100;88,89;88,89;D;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
75,3;77,27;66,67;80,4;86,36;77,78;77,5;85,71;75;66,67;88,89;66,67;H;11;2008;Consorci d'Educació de Barcelona;Privada;Més de 100000
87,35;86,36;83,33;81,14;77,27;83,33;70;71,43;75;50;100;88,89;D;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
96,92;97,73;94,44;97,73;95,45;100;100;100;100;100;100;100;D;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
73,41;81,82;50;73,41;81,82;50;82,92;64,29;95,83;83,33;100;100;H;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
92,17;95,45;88,89;77,58;81,82;66,67;87,5;78,57;100;66,67;88,89;88,89;D;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
88,16;84,09;88,89;93,84;95,45;88,89;97,5;100;100;83,33;100;100;H;12;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
88,48;88,64;83,33;92,45;95,45;94,44;95,42;100;95,83;83,33;100;77,78;H;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
84,27;84,09;77,78;72,42;68,18;66,67;91,25;92,86;87,5;100;100;100;D;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
89,29;86,36;88,89;80,08;81,82;83,33;83,33;71,43;91,67;83,33;100;66,67;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
94,44;100;88,89;88,23;90,91;88,89;95;85,71;100;100;88,89;77,78;D;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
93,84;95,45;88,89;82,8;77,27;83,33;97,5;92,86;100;100;100;100;H;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
85,4;86,36;77,78;77,58;81,82;66,67;90,83;85,71;91,67;100;100;88,89;H;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
95,45;90,91;100;86,34;95,45;72,22;95,42;92,86;95,83;100;100;88,89;H;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
82,8;77,27;83,33;88,23;90,91;88,89;69,17;71,43;58,33;100;100;77,78;H;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
97,73;95,45;100;91,89;95,45;83,33;100;100;100;100;100;100;D;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
87,95;90,91;83,33;84,29;86,36;88,89;97,92;100;95,83;100;88,89;66,67;D;8;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
86,29;90,91;83,33;75,3;77,27;66,67;95,42;92,86;95,83;100;77,78;88,89;H;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
46,72;54,55;22,22;66,46;81,82;44,44;50,83;71,43;41,67;33,33;77,78;66,67;H;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
;;;;;;66,67;64,29;83,33;16,67;;;H;6;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
72,22;75;61,11;76,14;77,27;83,33;85,42;78,57;95,83;66,67;88,89;55,56;H;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
;;;;;;;;;;;;D;10;2008;Consorci d'Educació de Barcelona;Pública;Més de 100000
;;;;;;97,5;92,86;100;100;;;H;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
89,9;90,91;88,89;79,85;86,36;66,67;97,5;100;100;83,33;88,89;88,89;D;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
52,7;68,18;38,89;37,78;50;22,22;44,17;50;33,33;66,67;33,33;33,33;H;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
58,31;72,73;38,89;61,26;63,64;55,56;27,5;42,86;25;0;55,56;66,67;H;10;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
85,4;86,36;77,78;85,08;81,82;83,33;95,42;100;95,83;83,33;100;100;D;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
83,74;86,36;77,78;77,85;81,82;72,22;77,5;78,57;75;83,33;88,89;77,78;D;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
51,11;50;55,56;59,6;63,64;55,56;47,5;50;50;33,33;44,44;55,56;D;10;2008;Consorci d'Educació de Barcelona;Pública;Més de 100000
16,04;18,18;5,56;;;;40,83;21,43;41,67;83,33;33,33;;H;7;2008;Consorci d'Educació de Barcelona;Pública;Més de 100000
86,29;90,91;83,33;72,58;81,82;66,67;50,42;64,29;45,83;33,33;77,78;55,56;D;6;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
43,61;50;38,89;56,72;54,55;55,56;36,25;35,71;37,5;33,33;33,33;66,67;D;6;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
96,11;100;88,89;92,17;95,45;88,89;85,42;71,43;95,83;83,33;100;88,89;D;5;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
74,24;81,82;66,67;85,4;86,36;77,78;67,08;64,29;79,17;33,33;66,67;100;H;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
92,17;95,45;88,89;86,01;90,91;77,78;93,33;100;91,67;83,33;88,89;88,89;D;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
100;100;100;91,89;95,45;83,33;100;100;100;100;100;100;D;4;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
75,68;86,36;50;82,73;95,45;66,67;65,42;71,43;70,83;33,33;100;77,78;H;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
87,95;90,91;83,33;84,9;90,91;88,89;95,83;100;91,67;100;88,89;55,56;D;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
85,08;81,82;83,33;67,1;63,64;72,22;85,83;92,86;91,67;50;100;66,67;H;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
70,08;81,82;50;67,1;63,64;72,22;84,17;100;83,33;50;77,78;66,67;D;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
54,42;72,73;27,78;58,99;59,09;55,56;60;78,57;50;50;55,56;66,67;H;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
86,01;90,91;77,78;65,53;72,73;50;87,92;92,86;95,83;50;88,89;77,78;D;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
66,46;81,82;44,44;64,6;63,64;55,56;75;85,71;75;50;66,67;88,89;H;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
73,69;81,82;55,56;76,19;81,82;72,22;75;92,86;75;33,33;88,89;66,67;D;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
;;;76,97;77,27;66,67;64,17;71,43;58,33;66,67;;100;H;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
83,79;90,91;66,67;83,13;81,82;77,78;90,42;85,71;95,83;83,33;100;100;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
66,87;68,18;55,56;66,16;54,55;77,78;75,42;92,86;70,83;50;88,89;77,78;D;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
83,13;81,82;77,78;76,19;81,82;72,22;75,83;85,71;91,67;0;100;66,67;D;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
61,64;72,73;38,89;50,51;45,45;55,56;84,17;92,86;83,33;66,67;77,78;55,56;D;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
84,39;95,45;66,67;85,35;81,82;88,89;88,75;85,71;87,5;100;88,89;88,89;D;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
83,41;81,82;83,33;83,41;81,82;83,33;97,92;100;95,83;100;88,89;88,89;H;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
90,18;90,91;94,44;76,19;81,82;72,22;95;92,86;100;83,33;77,78;66,67;D;12;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
82,12;90,91;66,67;93,51;90,91;94,44;95,42;92,86;95,83;100;88,89;100;D;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
89,95;95,45;77,78;75,3;77,27;66,67;93,33;92,86;91,67;100;100;88,89;D;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
84,67;95,45;72,22;73,31;72,73;72,22;59,17;57,14;58,33;66,67;77,78;77,78;D;12;2008;Consorci d'Educació de Barcelona;Privada;Més de 100000
87,35;86,36;83,33;88,23;90,91;88,89;92,92;85,71;95,83;100;100;77,78;D;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
84,72;100;61,11;86,29;90,91;83,33;87,08;92,86;79,17;100;88,89;77,78;H;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
82,4;90,91;72,22;75,58;77,27;72,22;90;71,43;100;100;77,78;77,78;H;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
84,27;84,09;77,78;81,46;81,82;77,78;93,33;92,86;91,67;100;100;88,89;D;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
;;;71,77;59,09;77,78;64,17;71,43;58,33;66,67;;100;H;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
;;;82,4;90,91;72,22;95,42;92,86;95,83;100;;77,78;H;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
88,01;95,45;72,22;86,01;90,91;77,78;79,58;71,43;79,17;100;100;88,89;D;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
89,95;95,45;77,78;87,95;90,91;83,33;92,92;92,86;95,83;83,33;100;88,89;H;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
89,29;86,36;88,89;73,69;81,82;55,56;93,33;92,86;91,67;100;100;88,89;D;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
97,73;95,45;100;84,07;90,91;72,22;97,5;92,86;100;100;100;88,89;H;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
61,46;56,82;61,11;70,71;63,64;77,78;72,92;64,29;70,83;100;77,78;77,78;D;12;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
85,73;90,91;72,22;89,95;95,45;77,78;97,92;100;95,83;100;100;100;D;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
98,06;100;94,44;93,79;90,91;100;97,5;92,86;100;100;100;88,89;D;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
82,93;88,64;72,22;80,18;90,91;61,11;93,33;100;91,67;83,33;88,89;88,89;D;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
81,46;81,82;77,78;86,69;77,27;94,44;95,83;100;91,67;100;88,89;100;H;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
91,04;93,18;88,89;81,52;86,36;66,67;84,58;92,86;79,17;83,33;88,89;100;D;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
72,83;79,55;61,11;73,91;77,27;72,22;65,42;64,29;70,83;50;77,78;66,67;H;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
85,08;81,82;83,33;85,4;86,36;77,78;90;92,86;100;50;100;100;D;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
